BusinessName,RatingValue,RatingDate,Hygiene,Structural,ConfidenceInManagement,longitude,latitude
Rochester Best Kebab,5.0,2021-11-08T00:00:00,0,5,0,0.507599,51.379041
Creams Cafe,5.0,2020-03-02T00:00:00,0,0,5,0.26238,51.13571
Tunbridge Wells Youth For Christ,2.0,2021-09-28T00:00:00,0,15,10,0.2627988,51.1361665
High Brooms Working Mens Club & Institute,5.0,2009-08-21T00:00:00,5,5,5,0.276321,51.149721
Kent Kerala Spices,2.0,2021-12-01T00:00:00,10,15,10,0.262801,51.1362115
Nupur,5.0,2022-04-21T00:00:00,0,5,5,0.919329,51.778359
Mersea Island Bowling Club,5.0,2018-04-19T00:00:00,5,5,5,0.917229,51.776145
Old Forge Filling Station,5.0,2018-02-01T00:00:00,0,0,0,0.919329,51.778359
Lotus Kitchen,5.0,2020-03-03T00:00:00,0,5,0,0.919329,51.778359
Tunbridge Wells Christian Fellowship,,1901-01-01T00:00:00,,,,0.261979,51.135412
Minster Pathways,2.0,2021-09-15T00:00:00,5,15,5,0.680084,51.547802
Chimera Climbing Centre,5.0,2015-11-26T00:00:00,0,5,0,0.278957,51.152449
Radish,5.0,2022-05-18T00:00:00,0,5,5,0.0989626,50.9713455
N Family Club,5.0,2021-12-01T00:00:00,0,0,0,0.2614149,51.1350511
Total Catering Solutions (SE) Ltd@ Kings Hill Primary School,5.0,2020-10-16T00:00:00,0,5,0,0.398531,51.271659
Number One Cafe,5.0,2021-11-10T00:00:00,0,5,0,0.248138,51.121793
The Little Learning Tree Pre-School,,1901-01-01T00:00:00,,,,0.248138,51.121793
Russell Hotel,5.0,2020-07-14T00:00:00,5,0,5,0.260445,51.134146
The Freston Boot Ltd,5.0,2021-11-16T00:00:00,5,5,5,1.1658415,52.0122296
Amira's Kitchen,5.0,2020-11-16T00:00:00,5,5,5,0.098274,50.970854
Pumproom,,1901-01-01T00:00:00,,,,0.531663000583649,51.4031105041504
The Bell Inn,4.0,2015-06-23T00:00:00,5,10,5,0.5070852,51.378963
Tunbridge Wells Mental Health Resource Centre,5.0,2008-10-30T00:00:00,5,5,5,0.263413,51.137255
Spice Store,4.0,2019-11-15T00:00:00,10,0,10,0.262619,51.136497
RST Mini Mart / Londis,5.0,2022-02-15T00:00:00,0,0,0,0.698217,51.565841
Thackerays House Restaurant,5.0,2021-12-08T00:00:00,5,5,0,0.260604,51.134476
Charcoal Grill,3.0,2021-07-22T00:00:00,5,10,10,0.262619,51.136497
The Rose And Crown,5.0,2022-05-30T00:00:00,0,0,0,0.2622846,51.1361765
East of England Co-op,5.0,2018-03-21T00:00:00,0,0,0,0.9186188,51.7781606
Stobart Jet Centre,5.0,2022-01-21T00:00:00,5,5,5,0.700226,51.567854
Giraffe Stop,5.0,2018-09-28T00:00:00,5,5,0,0.700226,51.567854
Gate Aviation Services,5.0,2019-03-28T00:00:00,0,0,0,0.700226,51.567854
W H Smith,5.0,2019-03-29T00:00:00,0,0,0,0.700226,51.567854
The Pilot,,1901-01-01T00:00:00,,,,0.700226,51.567854
WH Smith Southend Airport - Airside,5.0,2020-01-29T00:00:00,0,0,0,0.700226,51.567854
Lavenders Tearoom,4.0,2021-11-28T00:00:00,5,10,5,0.063728,50.936053
Laughing Fish,5.0,2021-09-15T00:00:00,5,5,5,0.063728,50.936053
Halo Gym,4.0,2019-04-18T00:00:00,0,0,10,0.2613779,51.1354656
Chartwells,5.0,2022-03-18T00:00:00,0,0,0,0.504966974258423,51.3771629333496
Cornner,5.0,2021-12-17T00:00:00,5,5,5,0.679115,51.547518
Hundred Of Hoo Day Nursery & Hoo Kid,5.0,2022-03-18T00:00:00,0,0,0,0.5502114,51.4217393
The Green Duck Emporium & Coffee House,5.0,2021-05-14T00:00:00,0,0,0,0.2622622,51.1363028
Impact Food Group,5.0,2021-12-03T00:00:00,0,0,0,0.5502114,51.4217393
Nag's Head PH,5.0,2021-05-06T00:00:00,5,5,5,0.511687,51.383882
Claudias Place At Oakley Fitness,5.0,2021-05-10T00:00:00,0,0,0,0.262504011392593,51.1368293762207
Uckfield News,3.0,2021-07-07T00:00:00,,,,0.096198,50.969371
Maffei Home Of Havana,5.0,2021-07-22T00:00:00,0,0,0,0.2621554,51.1364578
Riverside Fish Bar,5.0,2022-02-25T00:00:00,5,5,5,0.096198,50.969371
Mojava,5.0,2021-05-19T00:00:00,5,5,5,0.096198,50.969371
Best Health Food Shop,5.0,2020-12-18T00:00:00,5,5,5,0.096198,50.969371
Waitrose Ltd,5.0,2022-06-09T00:00:00,5,5,5,0.096198,50.969371
Tunbridge Wells Garden Centre,1.0,2021-09-13T00:00:00,5,10,20,0.249280005693436,51.1236038208008
Fourteeen Arrows,5.0,2021-10-05T00:00:00,0,0,0,0.262102007865906,51.1364517211914
DoDoMi,5.0,2021-12-10T00:00:00,5,0,5,0.262102,51.136462
The Brick Works,5.0,2013-08-14T00:00:00,5,5,5,0.275304,51.149696
New Diamond,4.0,2020-03-20T00:00:00,5,0,10,0.262102,51.136462
Mv City Cruises Erasmus,5.0,2021-05-14T00:00:00,0,5,0,0.249255999922752,51.1236228942871
City Way Day Nursery,5.0,2022-06-16T00:00:00,5,5,0,0.509078,51.381636
Sankeys Public House,4.0,2022-01-26T00:00:00,10,10,0,0.260846,51.135334
Shahid's News,4.0,2015-02-10T00:00:00,0,0,10,0.5079925,51.3803446
The Glasshouse,5.0,2022-02-25T00:00:00,0,0,5,0.260846,51.135334
The George,5.0,2022-08-09T00:00:00,0,0,0,0.260846,51.135335
Dizzi,4.0,2021-10-19T00:00:00,0,0,10,0.260846,51.135335
Cardamon Club,,1901-01-01T00:00:00,,,,0.507925,51.380527
Leigh On Sea Cricket Club,4.0,2015-09-17T00:00:00,5,10,5,0.676372,51.54526
Womens Institute Hall,,1901-01-01T00:00:00,,,,0.919418,51.779517
Co-Op,5.0,2021-09-26T00:00:00,0,5,0,0.507925,51.380527
Fireaway,4.0,2021-05-12T00:00:00,5,10,5,0.2622328,51.13687
Browns Lane Fish & Chip,4.0,2022-02-08T00:00:00,5,10,5,0.104212,50.977753
The Gin Box Shop,5.0,2019-03-27T00:00:00,0,0,0,0.2609824,51.1355631
Royal Gurkha,5.0,2021-11-12T00:00:00,0,0,0,0.2622328,51.13687
Tesco Express,5.0,2021-09-08T00:00:00,5,5,5,0.104212,50.977753
Delce Fish Bar,4.0,2021-11-08T00:00:00,0,5,10,0.507924,51.380527
Linden Cottage,5.0,2022-04-28T00:00:00,5,5,5,0.10014,50.973698
The Old School House Nursery,5.0,2021-11-24T00:00:00,0,5,0,0.001209,50.873171
Chalkwell Park Rooms,3.0,2021-09-14T00:00:00,10,10,5,0.676877021789551,51.5459938049316
Zafran,5.0,2021-06-03T00:00:00,5,0,5,0.676877,51.545995
The Temple Cafe,4.0,2021-07-06T00:00:00,5,10,0,0.676876,51.545995
Co-op,5.0,2005-06-30T00:00:00,5,5,5,0.2719236,51.1467458
Little Explorers Day Nursery,5.0,2021-10-21T00:00:00,5,0,5,0.498663008213043,51.371711730957
Frank Richards & Sons,4.0,2021-12-29T00:00:00,5,5,10,0.000816,50.872962
Coffee Barn Kitchen & Deli,4.0,2021-06-24T00:00:00,5,5,10,0.096813,50.970682
La Stalla Pizzeria,,1901-01-01T00:00:00,,,,0.095186,50.969039
Mark & Sons Hoo Ltd T/a Hoo Chicken And Grill,5.0,2021-09-23T00:00:00,5,0,5,0.5568523,51.4290982
Fourwents Stores,4.0,2014-10-30T00:00:00,0,5,10,0.5567757,51.4290581
Londis,5.0,2021-09-26T00:00:00,0,0,0,0.5079016,51.3811064
The Calypso Kitchen,5.0,2019-11-12T00:00:00,0,0,0,0.270453989505768,51.1455612182617
Bali-Hai Rest Home,5.0,2021-12-07T00:00:00,5,0,0,0.677262,51.546652
Trinity School And College,5.0,2018-11-21T00:00:00,0,0,0,0.5103205,51.3832411
Crowborough Cricket Club,5.0,2021-06-09T00:00:00,5,5,5,0.173197399979388,51.0479450042106
Lewes Wellbeing Centre,5.0,2021-12-16T00:00:00,0,0,5,0.000816,50.872962
Stutton Community Shop,5.0,2014-11-07T00:00:00,5,0,5,1.11931097507477,51.9698371887207
Stutton Community Hall,,1901-01-01T00:00:00,,,,1.11931097507477,51.9698371887207
Mersea Island (GM) School,5.0,2021-07-13T00:00:00,0,5,0,0.917267,51.778078
The Royal British Legion,5.0,2022-03-23T00:00:00,5,5,5,0.917267,51.778078
Sunshine Club,4.0,2019-07-17T00:00:00,5,5,10,0.117963999509811,50.9922714233398
Works Of Heart Bakery,5.0,2019-07-19T00:00:00,5,0,5,0.707463,51.576222
Old Town,2.0,2019-11-05T00:00:00,15,10,10,0.9976581,51.8547066
Caprinos Pizza,3.0,2022-01-26T00:00:00,10,10,10,0.095943,50.9700613
KFC,5.0,2021-11-04T00:00:00,5,5,5,0.0956049,50.9692607
Greenies,4.0,2022-03-10T00:00:00,10,0,5,0.000816,50.872962
T.S Korteweg,5.0,2020-01-24T00:00:00,0,0,0,0.172948,51.047894
LA MANO DE D10s,5.0,2021-08-12T00:00:00,5,5,5,0.095844,50.970034
Aroma Cafe,4.0,2022-05-31T00:00:00,5,5,10,0.095844,50.970034
Water Margin,2.0,2021-07-05T00:00:00,10,15,10,0.260214,51.135562
Domino's Pizza,5.0,2021-09-10T00:00:00,0,5,0,0.260214,51.135562
Zaven's,5.0,2016-11-02T00:00:00,0,0,0,0.260214,51.135562
Buxted C Of E Primary School,5.0,2021-07-14T00:00:00,5,5,5,0.117991,50.992541
Pizza Kent Ltd T/a Firezza,4.0,2021-03-02T00:00:00,0,5,10,0.260214,51.135563
Hannah's,5.0,2021-07-15T00:00:00,5,5,0,0.0002902,50.8730364
The Mount Edgcumbe,5.0,2019-12-04T00:00:00,5,5,5,0.255576,51.131021
Khusbu Tandoori,2.0,2019-08-29T00:00:00,10,15,10,0.99754399061203,51.8549423217773
Alresford Fish Bar,5.0,2020-09-15T00:00:00,0,0,0,0.997544,51.854942
Mister Lau,5.0,2015-03-25T00:00:00,5,5,5,0.997544,51.854942
Community Rooms Reed Court,,1901-01-01T00:00:00,,,,0.010152,50.883153
Ladybird NHS Nursery,5.0,2021-08-02T00:00:00,0,0,0,0.684701,51.554423
Canton,3.0,2022-08-10T00:00:00,10,10,10,0.096676,50.971117
Thornbury Residential Home,5.0,2022-08-25T00:00:00,0,0,5,0.098127,50.972664
Childrens Respite Trust,5.0,2022-01-24T00:00:00,5,5,5,0.0966517,50.9711733
Subway,5.0,2021-03-10T00:00:00,5,5,5,0.0959340035915375,50.9704627990723
Lansdown Health Store,5.0,2021-03-04T00:00:00,5,5,5,0.095934,50.970464
Meat Express,,1901-01-01T00:00:00,,,,0.5077883,51.3816279
Sizzlers,5.0,2018-03-13T00:00:00,0,0,0,0.994848,51.852627
Pointer Inn,5.0,2018-03-13T00:00:00,0,5,0,0.994848,51.852627
Royal Wells Hotel,4.0,2022-01-26T00:00:00,0,0,10,0.258824,51.134609
Polka Deli Ltd,4.0,2019-06-19T00:00:00,5,0,10,0.260214,51.135563
Spar,5.0,2022-02-15T00:00:00,5,5,5,0.9197685,51.7806953
Homeleigh Nursery,5.0,2017-12-19T00:00:00,0,0,0,0.5599431,51.4329275
True Celebrations,5.0,2018-01-17T00:00:00,0,0,0,0.995489,51.853312
After School Club,5.0,2022-04-28T00:00:00,0,0,0,0.260342985391617,51.1362075805664
The Wells Free School,5.0,2021-10-12T00:00:00,0,0,0,0.260342985391617,51.1362075805664
The Nevill Crest And Gun,5.0,2019-01-16T00:00:00,5,5,5,0.225984,51.10181
St Michael's Church Hall,,1901-01-01T00:00:00,,,,0.671059,51.541478
Rams Kebab House,5.0,2022-03-17T00:00:00,5,5,5,0.507156,51.381182
Rochester Food Store,5.0,2022-01-31T00:00:00,0,0,5,0.507525,51.381641
Premier Store UK,5.0,2022-01-31T00:00:00,0,0,5,0.507525,51.381641
Farmview Butchers,4.0,2021-01-22T00:00:00,0,10,5,0.507526,51.381642
Blue Thorn Gin,5.0,2021-06-02T00:00:00,0,0,0,0.0380173,50.9120448
Fishmongers of Sussex Ltd,3.0,2021-11-01T00:00:00,,,,0.096847,50.971761
Uckfield Fish & Grill,5.0,2022-03-15T00:00:00,5,5,5,0.096847,50.971761
Cashew Catering,5.0,2022-02-11T00:00:00,0,5,5,0.037999,50.912069
St. Luke's Nursery,5.0,2022-02-25T00:00:00,0,0,5,0.2686064,51.1447057
Isfield Farm Shop,5.0,2022-03-24T00:00:00,5,5,5,0.062801,50.937284
Garr Cottage,5.0,2019-01-09T00:00:00,0,5,0,0.915975,51.777831
Dubois Bed & Breakfast,5.0,2020-07-20T00:00:00,0,0,0,0.002003,50.87545
Catherine Miller House,5.0,2021-09-29T00:00:00,5,0,0,0.673185,51.543795
Cygnet Health Care,5.0,2021-12-14T00:00:00,5,0,0,0.673185,51.543795
The Picture House Restaurant,5.0,2021-05-21T00:00:00,5,5,5,0.096968,50.972235
North Corner Residential Care Home,4.0,2022-02-12T00:00:00,10,0,5,0.002292,50.875886
Cinque Ports Club,4.0,2022-01-13T00:00:00,5,10,5,0.096968,50.972235
Domino's Pizza,5.0,2020-11-26T00:00:00,5,5,5,0.096107,50.971451
Truffles Bakery,5.0,2021-11-24T00:00:00,5,5,5,0.096107,50.971451
BeeZoo,3.0,2021-08-24T00:00:00,10,10,10,0.415547,51.291284
Star Of Bengal,3.0,2020-02-27T00:00:00,5,10,10,0.096107,50.971451
Bengal Spice Uckfield,3.0,2021-12-15T00:00:00,10,10,10,0.096107,50.971451
Kaya Courtyard Coffee,5.0,2022-08-24T00:00:00,0,0,0,0.096107,50.971451
Westcliff United Reformed Church Hall,5.0,2015-01-06T00:00:00,5,5,5,0.67266,51.543465
The Picture House,5.0,2019-11-25T00:00:00,5,5,5,0.096106,50.97145
Mistley Norman Primary School,4.0,2018-11-20T00:00:00,0,10,5,1.088438,51.942052
Monkey Puzzle Day Nursery Tunbridge Wells,5.0,2021-06-07T00:00:00,0,0,0,0.261849,51.1383793
Alresford Village Stores,5.0,2020-09-18T00:00:00,5,0,5,0.999168992042542,51.8575439453125
Culverden Evangelical Church,,1901-01-01T00:00:00,,,,0.261852,51.138364
Whitehill Childcare Services Ltd,5.0,2022-03-01T00:00:00,5,5,5,0.173056,51.049286
Costcutters,1.0,2022-01-13T00:00:00,5,5,20,0.678083,51.549088
McColls,5.0,2022-01-27T00:00:00,0,5,0,0.2745658,51.1509446
Hartfield Produce Store,5.0,2022-08-24T00:00:00,5,5,5,0.096107,50.971451
Basil Central Production Unit,5.0,2022-02-16T00:00:00,5,0,0,0.261852,51.138364
Dreams and Berries,4.0,2020-11-02T00:00:00,5,10,5,0.0971591,50.9727763
Luxfords,5.0,2021-11-05T00:00:00,5,5,5,0.095165,50.970784
The Uckfield Club,5.0,2022-02-10T00:00:00,5,5,5,0.095165,50.970784
Mereworth Wines,5.0,2018-03-14T00:00:00,0,5,5,0.380129009485245,51.2565383911133
Teston Bakery Ltd,4.0,2020-12-03T00:00:00,5,10,5,0.380129009485245,51.2565383911133
Holroyd Howe,5.0,2019-09-11T00:00:00,0,0,0,0.5097972,51.3847107
Uckfield Foodbank (Distribution),5.0,2020-01-17T00:00:00,5,5,5,0.0951220020651817,50.9708709716797
Fortune Fish Bar,4.0,2021-08-12T00:00:00,5,10,5,0.097254,50.973202
Dolly's,,1901-01-01T00:00:00,,,,0.679848,51.550901
Cafe 212,5.0,2021-03-29T00:00:00,5,5,5,0.097427,50.973347
J F Bishop Ltd,5.0,2021-05-04T00:00:00,5,5,5,0.09778,50.973804
College Saint Pierre,5.0,2022-02-09T00:00:00,5,0,5,0.6724304,51.5439953
Maximum Diner,5.0,2019-02-26T00:00:00,5,5,5,0.09778,50.973804
Lucky House,3.0,2021-05-06T00:00:00,10,10,10,0.09778,50.973804
Ruby's Indian Takeaway,4.0,2022-05-31T00:00:00,5,5,10,0.09778,50.973804
Pizza Express,5.0,2021-08-12T00:00:00,5,5,5,0.096588,50.972638
Play 4 Ages,5.0,2021-10-13T00:00:00,0,5,0,0.398404985666275,51.2750587463379
Luxford Centre Lunch Club,5.0,2022-02-03T00:00:00,5,5,5,0.095962,50.97202
Buddha's Burger Bar,5.0,2021-07-25T00:00:00,0,0,0,0.709137546852684,51.5797315476507
Impact Food Group @ Valley Invicta Primary School,5.0,2020-10-20T00:00:00,0,0,0,0.398404985666275,51.2750587463379
Cheat Days,4.0,2022-04-22T00:00:00,,,,0.0965864,50.9725541
Adalah Residential Home,5.0,2021-09-27T00:00:00,0,0,0,0.670114,51.54185
Sanchos,4.0,2020-02-11T00:00:00,5,5,10,0.09778,50.973804
Southwold House,5.0,2022-02-09T00:00:00,5,5,0,0.670114,51.54185
Yoikal Eggs,,1901-01-01T00:00:00,,,,0.921302974224091,51.7840042114258
The Grill,3.0,2022-05-19T00:00:00,10,10,10,0.097254,50.973202
West Mersea Cricket Club,,1901-01-01T00:00:00,,,,0.921303,51.784003
What The Dickinns PH,5.0,2015-03-25T00:00:00,0,0,0,0.5073225,51.382679
Brambles Rest Home,5.0,2022-07-29T00:00:00,0,5,0,0.670113980770111,51.5418510437012
Colebrook Hostel,5.0,2015-08-06T00:00:00,5,0,5,0.274728,51.151641
Lewes Old Grammar School Trust,5.0,2021-11-25T00:00:00,0,0,0,0.002358,50.876775
Leybourne Convenience Store,5.0,2022-02-11T00:00:00,0,0,0,0.425082,51.301564
Leybourne Pre-School Ltd,5.0,2020-03-03T00:00:00,0,0,5,0.425082,51.301564
Coastal Coffee,5.0,2021-10-06T00:00:00,0,5,0,0.912701,51.775852
Fusion Small Steps Nursery,4.0,2020-01-09T00:00:00,5,0,10,0.681583,51.553181
Soiree Lounge Bar,5.0,2022-02-11T00:00:00,5,5,5,0.0969683,50.9732833
Thai Terre Restaurant,5.0,2019-06-28T00:00:00,5,5,5,0.0970467,50.9734438
Weekes Newsagents,3.0,2021-04-08T00:00:00,10,10,10,0.097412,50.973873
Chase Sports \& Fitness,5.0,2015-07-30T00:00:00,5,5,5,0.681583,51.553181
Old Rectory,5.0,2022-01-13T00:00:00,0,5,5,0.424407,51.301273
Silversea Residential Home,5.0,2022-02-24T00:00:00,0,0,0,0.675109,51.547088
Hungry Hut,5.0,2022-02-02T00:00:00,0,0,5,0.447819,51.324438
Marinos Fish Bar,5.0,2021-10-22T00:00:00,0,5,5,0.2738408,51.1514211
Bouquet Garni Carterers Ltd,3.0,2019-11-04T00:00:00,10,10,10,1.05382299423218,51.9104461669922
Chartwells At More Park RC Primary School,5.0,2022-01-19T00:00:00,5,5,0,0.418264,51.295221
Londis,3.0,2020-01-09T00:00:00,5,10,10,0.683299,51.555121
St Matts Community Food Larder,5.0,2021-03-02T00:00:00,0,0,0,0.2734115,51.1511237
St Matthew's High Brooms Preschool,5.0,2013-01-07T00:00:00,0,0,0,0.2734115,51.1511237
Kings Hill Pre School,4.0,2021-03-12T00:00:00,5,10,5,0.396517,51.273715
Mrs B's,5.0,2022-03-07T00:00:00,0,0,0,0.418264,51.295221
Do It Like A Mother,4.0,2022-05-13T00:00:00,0,10,0,0.6739329,51.5460027
Tesco Stores Ltd,5.0,2022-08-24T00:00:00,0,0,0,0.093465,50.970032
Ramslye Stores & Post Office,4.0,2020-08-12T00:00:00,10,0,10,0.244935,51.122645
St Johns Church Centre,5.0,2021-10-12T00:00:00,0,0,0,0.261735,51.139482
The Rising Sun,5.0,2017-10-23T00:00:00,0,0,0,0.5078285,51.3836787
St Georges Childcare,5.0,2021-06-16T00:00:00,0,5,0,0.263015,51.140797
Chamberlain Court Care Home,5.0,2022-08-25T00:00:00,0,5,5,0.254537,51.132299
Poundfield Stores And Post Office,3.0,2021-05-13T00:00:00,,,,0.178433001041412,51.0559768676758
Despresso,5.0,2022-01-21T00:00:00,5,5,5,0.1688992,51.0463619
Horse And Groom,5.0,2021-04-22T00:00:00,5,5,5,0.707593,51.578908
St Peters Church And Hall,5.0,2015-01-19T00:00:00,5,5,5,0.683299,51.55512
St Thomas More Pre-School,5.0,2014-06-05T00:00:00,0,0,0,0.418264,51.295221
LifeStreams Coffee House,5.0,2019-08-12T00:00:00,0,0,0,0.683299,51.55512
Uckfield Service Station,3.0,2021-07-07T00:00:00,10,10,10,0.099144,50.975947
Rochester Independent College,5.0,2022-03-18T00:00:00,0,0,0,0.508319,51.384314
Chinese Food,5.0,2020-09-24T00:00:00,5,5,5,0.5090557,51.3851487
Broadoaks,5.0,2021-04-13T00:00:00,0,5,5,0.706805,51.578269
Travelodge Hotels Ltd,5.0,2022-05-10T00:00:00,5,0,5,0.2531964,51.1312526
Mersea Community Support,5.0,2019-04-18T00:00:00,0,0,5,0.91340297460556,51.7773017883301
Cafe Couture 2U,5.0,2015-08-28T00:00:00,0,0,0,0.517783999443054,51.3938789367676
London House,,1901-01-01T00:00:00,,,,0.673674,51.545987
Bowles Rock Trust,5.0,2022-03-10T00:00:00,5,5,5,0.200018,51.078083
Rochester Kindergarten,5.0,2014-11-19T00:00:00,0,5,0,0.497494995594025,51.3740043640137
The Gardeners Arms,5.0,2019-11-05T00:00:00,5,5,5,1.11417996883392,51.968074798584
Crowborough Wolfe Bowling Club,5.0,2022-05-12T00:00:00,5,5,5,0.169535,51.047229
Impact Food Group,5.0,2021-07-08T00:00:00,0,0,0,0.5457199,51.4211903
Russell Webb,5.0,2018-05-01T00:00:00,5,5,5,0.096121,50.973051
Chalkwell Methodist Church Hall,5.0,2018-10-19T00:00:00,0,0,0,0.675693,51.548433
Life In Eco,5.0,2021-05-06T00:00:00,0,0,0,0.913950979709625,51.7781753540039
Twisted Treats,5.0,2020-09-30T00:00:00,0,5,0,0.9116167,51.7759239
Mersea Island Bakery,5.0,2022-01-13T00:00:00,5,5,0,0.913939,51.778187
The Gilt Rooms Ltd,5.0,2021-07-27T00:00:00,0,5,0,0.913938,51.778187
Bean Town Coffee,5.0,2022-01-16T00:00:00,0,0,0,0.50034,51.377164
Arthur Cock & Son,5.0,2022-01-20T00:00:00,0,5,0,0.911443,51.7759282
Yabba dabba dough,4.0,2021-01-13T00:00:00,0,10,5,0.9117464,51.7759117
Anchor Inn,5.0,2017-09-19T00:00:00,,,,1.086608,51.942307
Veetee Rice Limited,,1901-01-01T00:00:00,,,,0.517783999443054,51.3938789367676
Tingo Ltd,5.0,2021-03-08T00:00:00,0,0,0,0.5183851,51.394458
Veetee Foods,,1901-01-01T00:00:00,,,,0.514979004859924,51.3910140991211
T & T Private Ltd T/a High Brooms News,4.0,2018-08-22T00:00:00,0,0,10,0.273030012845993,51.1517181396484
Lavenders Care Home,5.0,2021-09-15T00:00:00,5,0,5,0.412177,51.290202
Rochester House,5.0,2015-08-10T00:00:00,0,0,0,0.502699,51.3795942
Mistley Village Hall,,1901-01-01T00:00:00,,,,1.084699,51.941016
Caterlink At Snodland Paper Mill,5.0,2021-05-18T00:00:00,0,0,0,0.449929,51.327929
Mistley Kids Club LTD,5.0,2021-08-12T00:00:00,5,5,5,1.08469998836517,51.9410171508789
School House Nursery,5.0,2022-02-03T00:00:00,5,5,5,0.099635,50.977359
The Royal Function Rooms,,1901-01-01T00:00:00,,,,0.507587,51.384878
Variety Box,5.0,2019-03-19T00:00:00,0,0,5,0.5044687,51.3819074
The Stove Hub,5.0,2017-05-16T00:00:00,0,0,0,0.5064968,51.3838749
Cake-Hole,5.0,2019-05-15T00:00:00,0,5,5,0.910009,51.775253
Rochford Bowling Club,5.0,2020-06-25T00:00:00,0,0,5,0.713459,51.585769
The Art Cafe,5.0,2019-10-16T00:00:00,5,5,5,0.910009,51.775254
The Arlington Ballroom,5.0,2018-02-16T00:00:00,5,0,0,0.672388,51.546196
Holycow Original Indian Food,4.0,2022-03-18T00:00:00,5,5,10,0.504391014575958,51.3819046020508
Noble House,4.0,2022-03-18T00:00:00,10,5,5,0.504394,51.381925
The Contract Dining Company At Leybourne Primary School,5.0,2022-02-25T00:00:00,0,5,0,0.424111,51.302736
Leybourne Cricket Club,,1901-01-01T00:00:00,,,,0.424111,51.302736
Canewdon Endowed County Primary School,5.0,2022-03-03T00:00:00,5,5,0,0.743731,51.615437
Rochester Grill,4.0,2022-05-31T00:00:00,0,10,10,0.50794,51.385545
The Whod Ha Thot It,,1901-01-01T00:00:00,,,,0.5012479,51.3789667
Community Rooms,,1901-01-01T00:00:00,,,,0.001755,50.877955
Achieve Together,,1901-01-01T00:00:00,,,,0.502699,51.3795942
Mistley Rugby Union Football Club Ltd,,1901-01-01T00:00:00,,,,1.0847430229187,51.9410171508789
Watts Healthcare,5.0,2022-09-07T00:00:00,0,5,0,0.5026105,51.3803426
Iveagh Conservative Club,5.0,2022-03-02T00:00:00,0,0,0,0.669647,51.543723
Holy Cross Church Centre,5.0,2020-02-06T00:00:00,0,0,5,0.094199,50.972726
Spire Pre School,5.0,2021-09-20T00:00:00,5,5,5,0.094198,50.972725
MAD AF PIZZAS,,1901-01-01T00:00:00,,,,0.6678313,51.5420584
China Kitchen,5.0,2019-03-15T00:00:00,0,0,5,0.911131,51.776691
Island Supermarket,5.0,2022-05-09T00:00:00,5,0,0,0.911131,51.776692
Uckfield Holy Cross School,4.0,2022-05-06T00:00:00,5,10,5,0.094199,50.972726
The Deli,5.0,2021-11-03T00:00:00,5,5,0,0.911131,51.776692
Southend West Conservative Association,5.0,2015-01-19T00:00:00,5,5,5,0.669647,51.543723
Titash,4.0,2019-03-28T00:00:00,5,10,5,0.911131,51.776692
Mersea Island Fish Bar,5.0,2021-06-09T00:00:00,5,5,5,0.911131,51.776692
Tunbridge Wells Day Nursery And Preschool,5.0,2022-01-17T00:00:00,0,0,0,0.261666,51.141569
The Mersea Centre,,1901-01-01T00:00:00,,,,0.911131,51.776692
Elm House,5.0,2021-01-29T00:00:00,0,0,0,0.990714,51.852922
Buttercups,5.0,2020-11-09T00:00:00,0,5,0,0.9099271,51.7758039
Butterflys,5.0,2022-04-26T00:00:00,0,5,0,0.990714,51.852922
Medway Rugby Club,5.0,2022-02-20T00:00:00,5,5,5,0.495718985795975,51.373592376709
Fusion,,1901-01-01T00:00:00,,,,0.6689801,51.5436961
Rochester Cakes,5.0,2018-05-08T00:00:00,0,0,0,0.5076209,51.3859168
The Man Of Kent Ale House,5.0,2015-08-11T00:00:00,0,0,0,0.5053969,51.3837365
The Cheese Shop Tunbridge Wells,5.0,2021-02-22T00:00:00,0,0,0,0.2605821,51.140832
Unique Fish Bar,5.0,2021-10-22T00:00:00,5,5,5,0.909771,51.775601
Mersea Island Sports Association,,1901-01-01T00:00:00,,,,0.92166,51.787286
Harris & Hoole,5.0,2022-06-08T00:00:00,0,5,5,0.685738,51.560038
Tesco,5.0,2022-06-08T00:00:00,0,5,0,0.685738,51.560038
Tesco,5.0,2022-08-18T00:00:00,0,0,0,0.685738,51.560038
Playopolis UK,5.0,2021-12-11T00:00:00,0,0,0,0.5074198,51.3856683
City Minimart,4.0,2020-12-16T00:00:00,0,5,10,0.505949,51.384364
Three Sheets To The Wind Ltd,,1901-01-01T00:00:00,,,,0.5075401,51.3859793
Seahorse Coffee Shop,5.0,2022-05-11T00:00:00,5,0,0,1.0286915,51.8892218
Taste Of Raj,5.0,2021-08-03T00:00:00,5,5,5,0.708912,51.582637
Kites Children's Services,5.0,2017-02-02T00:00:00,5,0,5,0.677787,51.552171
Great Wall Chinese Restaurant,4.0,2021-08-03T00:00:00,5,5,10,0.708912,51.582637
Basil,5.0,2022-08-09T00:00:00,0,5,0,0.260534,51.140935
Morello Pizza,5.0,2021-01-26T00:00:00,5,0,5,0.507581,51.3859471
The Herbalist Company,5.0,2021-10-29T00:00:00,0,0,0,0.5075046,51.3860055
Londis,4.0,2021-04-09T00:00:00,0,5,10,0.668751,51.543698
Taj Mahal,5.0,2021-06-02T00:00:00,5,5,5,0.668751,51.543698
